,Bank Balance,Annual Salary,income_balance_ratio,Defaulted?
0,0.38374046836854636,0.4579675047188697,0.018176291793313072,1.0
1,0.023422194761746888,0.38318101141679306,0.001337386018237082,0.0
2,0.394353356038458,0.5502780485244619,0.015562310030395137,0.0
3,0.28773471171524156,0.5956636960709931,0.010516717325227963,1.0
4,0.2626849814641791,0.3429262845094395,0.016474164133738603,0.0
5,0.452967238313391,0.675199560991923,0.014650455927051673,0.0
6,0.17881415955875704,0.3766166370761227,0.010212765957446808,0.0
7,0.4789663642665541,0.5922712485157784,0.01762917933130699,0.0
8,0.500568883932608,0.17335900259211517,0.060303951367781154,1.0
9,0.7555908858012598,0.49275798800421977,0.033252279635258356,0.0
10,0.6170469272732753,0.4580114714767033,0.02917933130699088,1.0
11,0.12652204707797102,0.2883655989797514,0.009361702127659575,0.0
12,0.42679104252689953,0.20514696850578698,0.04382978723404255,1.0
13,0.5147382380421351,0.5553618422950868,0.02018237082066869,0.0
14,0.33442086862171855,0.2228746400565193,0.03173252279635258,1.0
15,0.27670740528647636,0.6324835200225989,0.009544072948328267,0.0
16,0.0,0.26308045394578294,0.0,0.0
17,0.23131348141896985,0.46687365849865065,0.010759878419452888,1.0
18,0.22124687302209228,0.4528610405887369,0.010577507598784194,0.0
19,0.5683941649838754,0.33753128853102393,0.03617021276595745,1.0
20,0.12677446577654541,0.5475925039975401,0.005045592705167173,1.0
21,0.08169700714307242,0.4999703224384624,0.003525835866261398,0.0
22,0.3593462732451249,0.6115418784742326,0.012826747720364741,0.0
23,0.3039497875162,0.7551782536019079,0.008814589665653495,1.0
24,0.23248515627354652,0.3026793891808251,0.016474164133738603,0.0
25,0.35111064227372735,0.5515280784081176,0.013860182370820668,0.0
26,0.3066661141083215,0.26956513853788,0.02425531914893617,0.0
27,0.49811251092558545,0.28167042353452615,0.03781155015197568,0.0
28,0.2241892462099521,0.39942315613722357,0.01209726443768997,0.0
29,0.20500165767503542,0.2649664904607249,0.016474164133738603,1.0
30,0.2318785979083155,0.6185701021100473,0.008145896656534955,0.0
31,0.2119940323698725,0.5261691516586597,0.008753799392097264,1.0
32,0.0,0.48711787735088197,0.0,0.0
33,0.01587977335061334,0.4264901914285157,0.0007902735562310031,1.0
34,0.3461376171674855,0.18593308314416182,0.0390273556231003,0.0
35,0.4475986316646071,0.548660346628423,0.017750759878419453,1.0
36,0.354026643358751,0.14508288146039985,0.050395136778115496,1.0
37,0.5096220500919256,0.4804883772501706,0.022978723404255316,1.0
38,0.4048155459778776,0.5602149479832036,0.015744680851063828,0.0
39,0.0,0.6129060845321375,0.0,1.0
40,0.26806489044274995,0.47671520505134085,0.01221884498480243,0.0
41,0.3120309533138431,0.5698400956496817,0.011914893617021277,0.0
42,0.04935350673618855,0.7363721599191891,0.001458966565349544,0.0
43,0.3293385876608699,0.4540933463731409,0.0156838905775076,0.0
44,0.34241915066759093,0.5692766341688209,0.013069908814589665,0.0
45,0.19274616474275896,0.40040265306408457,0.010395136778115502,0.0
46,0.004196931794207179,0.7065451114048946,0.00012158054711246201,0.0
47,0.4525565869977998,0.6279851711117518,0.0156838905775076,1.0
48,0.42047304017601494,0.4987766249632809,0.01829787234042553,0.0
49,0.02600289339642545,0.5605021058703041,0.0010334346504559271,0.0
50,0.40706470960547336,0.24689189371146214,0.03507598784194529,1.0
51,0.39656107779016847,0.32489015867328114,0.02620060790273556,0.0
52,0.48337427288345036,0.20425361894505611,0.04984802431610942,0.0
53,0.5271934054673137,0.3017802689831286,0.03738601823708207,0.0
54,0.5643893727960457,0.17178169515483582,0.0686322188449848,0.0
55,0.47192878025256935,0.4755303009277261,0.021519756838905776,0.0
56,0.16641927122577535,0.5294632235932217,0.006808510638297873,0.0
57,0.6733513668284156,0.5046163721764068,0.028996960486322186,0.0
58,0.061627836884776514,0.7893243490927597,0.0017021276595744683,1.0
59,0.0,0.23187504757340596,0.0,1.0
60,0.028078754633955212,0.25245547472694585,0.002370820668693009,0.0
61,0.2745787998432744,0.4518972068193541,0.013191489361702127,0.0
62,0.4189622954278308,0.36990813420742913,0.02443768996960486,0.0
63,0.15524503450978028,0.16236099291228387,0.019878419452887538,0.0
64,0.13939540070526538,0.5291762031022395,0.005714285714285714,0.0
65,0.4421056993881672,0.5957876273696365,0.016170212765957447,0.0
66,0.4919414388619307,0.46220260266718843,0.02303951367781155,0.0
67,0.10787320292956389,0.8079534765751984,0.002917933130699088,0.0
68,0.23911962385846466,0.43723181995173005,0.011854103343465046,0.0
69,0.3144647216612918,0.5728997698065436,0.011975683890577507,0.0
70,0.38673181831881615,0.5670365278572004,0.014832826747720365,0.0
71,0.2014640284517315,0.3972555949760285,0.01094224924012158,0.0
72,0.22204933843696315,0.5150097015399082,0.009361702127659575,0.0
73,0.12024548660297175,0.5995768749142992,0.004376899696048632,0.0
74,0.42040899364055573,0.28680532866113256,0.0313677811550152,0.0
75,0.5425608065342536,0.37918759324044077,0.03088145896656535,0.0
76,0.3765521866240694,0.5103860473692353,0.016048632218844984,1.0
77,0.7189185930859882,0.2317963195976602,0.06577507598784195,0.0
78,0.3917801922903041,0.280847420786329,0.029787234042553193,0.0
79,0.4666392899122939,0.6772901803269094,0.015015197568389059,0.0
80,0.18642062750534977,0.7366191981397665,0.005531914893617021,1.0
81,0.2573728864643298,0.5999753236571659,0.009361702127659575,0.0
82,0.27414931131137166,0.3124887850418495,0.018784194528875378,0.0
